Change Log
==================================================

File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/03/28.md | Original: 'addz some' | Updated: 'addz  some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/29.md | Original: 'getzthe' | Updated: 'getz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/29.md | Original: 'sizzler' | Updated: 'sizz ler'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'prepzthe' | Updated: 'prepz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'eatzleftovers' | Updated: 'eatz leftovers'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'continueztrying' | Updated: 'continuez trying'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'friezthe' | Updated: 'friez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'packzthe' | Updated: 'packz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'exitztowards' | Updated: 'exitz towards'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'meetztoru' | Updated: 'meetz toru'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/16.md | Original: 'travelzbackwards' | Updated: 'travelz backwards'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/22.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/22.md | Original: 'drivezback' | Updated: 'drivez back'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/06.md | Original: 'getzpsyched' | Updated: 'getz psyched'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/06.md | Original: 'getzpsyched' | Updated: 'getz psyched'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/06.md | Original: 'finishezstrong' | Updated: 'finishez strong'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/12.md | Original: 'swapzlinses' | Updated: 'swapz linses'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/02.md | Original: 'restartzkasandra' | Updated: 'restartz kasandra'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/02.md | Original: 'findzcandida' | Updated: 'findz candida'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/02.md | Original: 'fetchezthe' | Updated: 'fetchez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/27.md | Original: 'emptiezthe' | Updated: 'emptiez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/03.md | Original: 'airdropzsamples_dot_zip' | Updated: 'airdropz samples_dot_zip'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/03.md | Original: 'meetzthe' | Updated: 'meetz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/03.md | Original: 'overstayzthen' | Updated: 'overstayz then'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/03.md | Original: 'drawzstrings' | Updated: 'drawz strings'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/17.md | Original: 'killztime' | Updated: 'killz time'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/17.md | Original: 'walkzthe' | Updated: 'walkz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/23.md | Original: 'getznatasja' | Updated: 'getz natasja'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/23.md | Original: 'bookzpå' | Updated: 'bookz på'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/23.md | Original: 'seezthat' | Updated: 'seez that'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/07.md | Original: 'hangzthe' | Updated: 'hangz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/07.md | Original: 'emptiezthe' | Updated: 'emptiez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/07.md | Original: 'sortzthe' | Updated: 'sortz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/24.md | Original: 'verifiezthat' | Updated: 'verifiez that'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/24.md | Original: 'raincheckzthe' | Updated: 'raincheckz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/24.md | Original: 'accompaniezcumadi' | Updated: 'accompaniez cumadi'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/24.md | Original: 'cyclezwith' | Updated: 'cyclez with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/24.md | Original: 'movezmoney' | Updated: 'movez money'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/14.md | Original: 'learnzthat' | Updated: 'learnz that'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/14.md | Original: 'skizbehind' | Updated: 'skiz behind'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/14.md | Original: 'getzprivate' | Updated: 'getz private'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/14.md | Original: 'passezwith' | Updated: 'passez with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/20.md | Original: 'mixezmasterzshipzto' | Updated: 'mixez masterz shipz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/20.md | Original: 'getzlucky' | Updated: 'getz lucky'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/20.md | Original: 'triezthe' | Updated: 'triez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/20.md | Original: 'getzlost' | Updated: 'getz lost'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/20.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/30.md | Original: 'needzto' | Updated: 'needz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/30.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/30.md | Original: 'dictatezthe' | Updated: 'dictatez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/04.md | Original: 'hangzlouisiana' | Updated: 'hangz louisiana'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/04.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/04.md | Original: 'meetzcw' | Updated: 'meetz cw'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/04.md | Original: 'exitzbackdoor' | Updated: 'exitz backdoor'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/04.md | Original: 'catchezthe' | Updated: 'catchez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/15.md | Original: 'startzthe' | Updated: 'startz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/15.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/15.md | Original: 'usezthe' | Updated: 'usez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/15.md | Original: 'runzto' | Updated: 'runz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/15.md | Original: 'interviewzthe' | Updated: 'interviewz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/15.md | Original: 'takezher' | Updated: 'takez her'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/21.md | Original: 'waitzfor' | Updated: 'waitz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/21.md | Original: 'getzthe' | Updated: 'getz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/21.md | Original: 'strugglezto' | Updated: 'strugglez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/21.md | Original: 'missezthe' | Updated: 'missez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/31.md | Original: 'putzsome' | Updated: 'putz some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/31.md | Original: 'crazy' | Updated: 'craz y'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/31.md | Original: 'getzthe' | Updated: 'getz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/25.md | Original: 'triezthe' | Updated: 'triez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/25.md | Original: 'choosezthe' | Updated: 'choosez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/25.md | Original: 'cruisezto' | Updated: 'cruisez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/11.md | Original: 'calculatezpace' | Updated: 'calculatez pace'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/01.md | Original: 'fixezthe' | Updated: 'fixez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/01.md | Original: 'scalezminio' | Updated: 'scalez minio'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/01.md | Original: 'misinterpretzthe' | Updated: 'misinterpretz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/01.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/01/01.md | Original: 'immersezdelftie' | Updated: 'immersez delftie'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/28.md | Original: 'getztwo' | Updated: 'getz two'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/28.md | Original: 'fetchezthe' | Updated: 'fetchez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/18.md | Original: 'considerzrequiring' | Updated: 'considerz requiring'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/18.md | Original: 'eyJoaXN0b3J5IjpbMTc4OTEwMjEzMCwtOTc0NjY0NTI1XX0' | Updated: 'eyJoaXN0b3J5IjpbMTc4OTEwMjEz MCwtOTc0NjY0NTI1XX0'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/08.md | Original: 'suggestzgulabo' | Updated: 'suggestz gulabo'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/09.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/09.md | Original: 'getzwind' | Updated: 'getz wind'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/09.md | Original: 'startzslowly' | Updated: 'startz slowly'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/29.md | Original: 'waitzfor' | Updated: 'waitz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/16.md | Original: '6juqjz4efnf4b6dcA' | Updated: '6juqjz 4efnf4b6dcA'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/16.md | Original: 'measurezketogens' | Updated: 'measurez ketogens'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/16.md | Original: 'grillzburgers' | Updated: 'grillz burgers'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/16.md | Original: 'bookzbcn' | Updated: 'bookz bcn'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/22.md | Original: 'stickzto' | Updated: 'stickz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/06.md | Original: '6juqjz4efnf4b6dcA' | Updated: '6juqjz 4efnf4b6dcA'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/06.md | Original: 'imposezsome' | Updated: 'imposez some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/06.md | Original: 'swimzlonger' | Updated: 'swimz longer'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/06.md | Original: 'dancezlike' | Updated: 'dancez like'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/26.md | Original: 'poozwack' | Updated: 'pooz wack'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/12.md | Original: 'giftzthe' | Updated: 'giftz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/12.md | Original: 'raincheckzkayak' | Updated: 'raincheckz kayak'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/12.md | Original: 'takezfixie' | Updated: 'takez fixie'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/12.md | Original: 'pumpzthe' | Updated: 'pumpz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/02.md | Original: '1zByYGvJggerGyqDA' | Updated: '1z ByYGvJggerGyqDA'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/02.md | Original: 'fetchezthe' | Updated: 'fetchez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/02.md | Original: 'takezthe' | Updated: 'takez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/02.md | Original: 'getzsugary' | Updated: 'getz sugary'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/02.md | Original: 'landz@berlin' | Updated: 'landz @berlin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/02.md | Original: 'whatchezthe' | Updated: 'whatchez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/02.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/27.md | Original: 'swimzwithout' | Updated: 'swimz without'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/27.md | Original: 'lookzfor' | Updated: 'lookz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/27.md | Original: 'learnzhow' | Updated: 'learnz how'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/27.md | Original: 'removezboth' | Updated: 'removez both'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/13.md | Original: 'missezsorting' | Updated: 'missez sorting'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/13.md | Original: 'showerzwithout' | Updated: 'showerz without'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/13.md | Original: 'goezhome' | Updated: 'goez home'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/03.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/03.md | Original: 'mieszka' | Updated: 'miesz ka'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/03.md | Original: 'szczterra' | Updated: 'sz cz terra'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/03.md | Original: 'rejectzkomoot' | Updated: 'rejectz komoot'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/03.md | Original: 'bezglutenowe' | Updated: 'bez glutenowe'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/17.md | Original: 'rendezvous' | Updated: 'rendez vous'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/17.md | Original: 'learnzfrom' | Updated: 'learnz from'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/17.md | Original: 'eyJoaXN0b3J5IjpbNzM4OTgxMzAzLC0yMDYzMTAzNjNdfQ' | Updated: 'eyJoaXN0b3J5IjpbNz M4OTgxMzAz LC0yMDYz MTAz NjNdfQ'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/23.md | Original: 'eyJoaXN0b3J5IjpbLTI5NTAyMDMzN119' | Updated: 'eyJoaXN0b3J5IjpbLTI5NTAyMDMz N119'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/07.md | Original: 'collectzchallenge' | Updated: 'collectz challenge'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/24.md | Original: 'decidezfor' | Updated: 'decidez for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/24.md | Original: 'rendezvous' | Updated: 'rendez vous'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/10.md | Original: 'decidezfor' | Updated: 'decidez for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/10.md | Original: 'drivezto' | Updated: 'drivez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/14.md | Original: 'makezthree' | Updated: 'makez three'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/14.md | Original: 'getzpicked' | Updated: 'getz picked'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/14.md | Original: 'drivezto' | Updated: 'drivez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/20.md | Original: 'MTg3pdzDAwmRUh417' | Updated: 'MTg3pdz DAwmRUh417'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/20.md | Original: 'drivezto' | Updated: 'drivez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/30.md | Original: 'skipzlunch' | Updated: 'skipz lunch'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/30.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/30.md | Original: 'concedezdefeat' | Updated: 'concedez defeat'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/15.md | Original: 'fetchezthe' | Updated: 'fetchez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/15.md | Original: 'cravezsteak' | Updated: 'cravez steak'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/21.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/21.md | Original: 'decidezfor' | Updated: 'decidez for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/21.md | Original: 'goezback' | Updated: 'goez back'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/25.md | Original: 'W5uRzGh3fsdFpZ5UA' | Updated: 'W5uRz Gh3fsdFpZ5UA'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/11.md | Original: 'disagreezwith' | Updated: 'disagreez with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/01.md | Original: 'sendzthe' | Updated: 'sendz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/04..md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/04..md | Original: 'getzbored' | Updated: 'getz bored'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/06/04..md | Original: 'distributezgrievance' | Updated: 'distributez grievance'
